ID,age,male_dummy,tprofile_GOR,profile_education_level,tprofile_gross_household,ethnicity_R,tparent_1,tparent_2,parent_dummy,Vote2019R,pastvote_EURef,new_socgrade,Political_Left_Right,W8,page2values1_1,page2values1_2,page2values1_3,page2values1_4,page2values1_5,page2values1_6,page2values1_7,page2values1_8,page2values1_9,page2values1a_1,page2values1a_2,page2values1a_3,page2values1a_4,page2values1a_5,page2values1a_6,page2values1a_7,page2values1a_8,page2values1a_9,page3_splitgroups,page3vid_control,page3vid_threat,page3vid_hope,page3vid_justice,ClimateAngerLeaders,ClimateAngerPeople,ClimateWorry,ClimateHope,page4posttreatment2_1,page4posttreatment2_2,page4posttreatment2_3,page4posttreatment2_4,page4posttreatment2_5,page4posttreatment2_6,page4posttreatment3_1,page4posttreatment3_2,page4posttreatment3_3,page4posttreatment3_4,page4posttreatment3_5,page4posttreatment3_6,page4posttreatment3_7,page4posttreatment3_8,page4posttreatment3_9,page4posttreatment3_10,page4posttreatment3_11,page4posttreatment3_12,page4posttreatment3_13,page4posttreatment3_14,page4posttreatment3_15,page4posttreatment3_16,page4posttreatment3_17,page4posttreatment3_18,page4posttreatment3_19,page4posttreatment3_20,page4posttreatment5_1,page4posttreatment5_2,page4posttreatment5_3,SecureClimateNiche,DemocracyForClimate,AuthoritarianClimateAction,page5posttreatment6_1,page5posttreatment6_2,page5posttreatment6_3,page5posttreatment6_4,page5posttreatment6_5,page5posttreatment6_6,page5posttreatment6_7,page5posttreatment6_8,page5posttreatment6_9,page5posttreatment6_10,page5posttreatment6_11,page5posttreatment6_12,page5posttreatment7_1,page5posttreatment7_2,page5posttreatment7_3,page5posttreatment7_4,page5posttreatment7_5,page5posttreatment7_6,page5posttreatment7_7,page5posttreatment7_8,NoPoliticalEfficacy,page6posttreatment8_2,page6posttreatment8_3,TrustStrangers,TrustGovernment,TrustParliament,page6posttreatment10_1,page6posttreatment10_2,page6posttreatment10_3,page6posttreatment10_4,page6posttreatment10_5,page6posttreatment10_6,page6posttreatment11_1,page6posttreatment11_2,page6posttreatment11_3,page6posttreatment11_4,page6posttreatment11_5,ChildFutureConcerns,academic_dummy,white_dummy,Selfenh_Values,Altr_values,Biosph_values,ConformTrad,Openness,Selftransc_Val,Author_Val,Domin_Val,Power_Values,page4posttreatment2_5r,page4posttreatment2_6r,EDO,page4posttreatment3_15r,page4posttreatment3_16r,page4posttreatment3_19r,page4posttreatment3_20r,SDO,page4posttreatment3_3r,page4posttreatment3_4r,page4posttreatment3_7r,page4posttreatment3_8r,page4posttreatment3_11r,page4posttreatment3_12r,Submission,Tradition,Aggression,RWA,EcoFasc1,ProClimatePolSupp,AntiClimatePolSupp,Meat_Dairy_D,Avoid_Car_D,Consume_Less_D,Fly_Less_D,Contact_MP_D,Influence_Others_D,No_ClimateAction_D,PersClimateAction,page6posttreatment10_1r,page6posttreatment10_2r,page6posttreatment10_3r,page6posttreatment10_4r,page6posttreatment10_5r,page6posttreatment10_6r,SufficiencyNorms,Anomie,AntiFossilFuelNorms,WorryMinusHope
1648,36,1,6,16,8,2,1,2,1,7,2,1,6,0.738365483,5,5,6,6,5,5,4,4,4,6,5,4,6,5,5,4,3,4,4,0,0,0,1,11,10,11,2,4,5,4,2,2,7,3,4,5,6,6,3,3,2,6,6,4,6,4,5,6,5,2,4,6,6,1,1,1,5,5,6,6,1,4,6,6,4,7,2,7,2,6,2,2,1,1,1,2,1,2,2,4,6,7,7,8,8,3,4,3,3,4,4,6,5,6,6,4,4,1,0,3.75,5,5,5.75,4.5,5,1.25,-1.25,3.5,6,1,3.666666667,2,3,2,2,3,3,2,5,6,4,2,3,5,4.5,4.166666667,1,6.333333333,2.5,0,1,1,1,0,1,0,4,1,2,1,1,2,2,1.666666667,5.4,1.333333333,9
1649,32,0,8,16,12,1,2,2,0,3,1,1,3,2.1591916,5,5,4,3,4,4,5,3,3,6,2,5,3,3,4,5,3,4,1,1,0,0,0,5,4,9,7,5,2,5,2,6,3,2,1,6,5,4,2,5,5,5,3,5,5,3,3,6,3,4,3,5,4,5,4,2,5,4,4,7,1,1,5,7,1,7,1,7,1,2,3,2,1,1,2,2,1,2,2,5,6,2,3,3,3,3,4,4,3,3,3,5,5,5,6,6,5,1,1,3.75,4,5,3.75,3.75,4.333333333,0,-0.25,3.5,2,5,3.5,2,5,3,4,3.375,2,3,3,3,3,3,2,3,3.5,2.833333333,3.666666667,5.833333333,1.333333333,0,1,1,0,0,1,0,3,1,2,2,1,1,1,1,5.4,1.666666667,2
1650,34,1,8,17,14,3,1,2,1,4,1,1,1,0.164609809,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,1,1,0,0,0,8,9,9,8,4,4,4,4,4,4,2,1,7,6,6,4,4,4,4,4,4,2,4,5,4,6,6,4,4,4,4,4,4,4,4,4,4,4,7,4,4,4,4,4,6,4,6,4,2,2,2,2,2,1,2,2,6,6,6,5,0,0,1,1,1,1,1,1,4,6,6,4,6,4,1,0,5,6,6,6,6,6,0,-1,4,4,4,4,4,2,4,4,4.125,1,2,4,4,4,6,1.5,4.5,4.5,3.5,4,4.666666667,4.5,0,0,0,0,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,5.2,-1,1
1651,64,0,1,17,13,1,2,2,0,3,1,1,2,0.87134509,5,4,2,1,6,6,6,5,2,1,1,6,5,5,5,2,1,1,4,0,0,0,1,10,6,9,4,1,6,1,1,4,6,3,3,5,7,4,1,4,4,3,2,4,6,1,1,7,6,2,2,6,6,1,1,1,1,7,1,2,4,5,4,3,3,7,1,4,3,6,1,2,2,2,2,2,2,1,2,1,1,5,6,0,2,3,3,4,3,3,3,2,2,2,2,2,4,1,1,1.5,5.75,4.5,1.25,5.25,5.333333333,-4,-4.25,1,4,2,2.5,1,2,2,2,1.625,3,1,4,4,4,2,2.5,3.25,2.75,2.833333333,1,4.333333333,2.833333333,0,0,0,0,0,0,1,0,1,1,2,1,1,1,1,2,1.333333333,5
1652,23,0,6,5,4,1,2,2,0,1,3,2,6,0.758059799,6,6,4,3,6,2,6,2,4,5,2,4,3,3,2,4,2,2,2,0,1,0,0,11,8,11,6,4,4,4,4,3,3,6,6,4,4,5,5,1,3,7,7,1,1,4,6,4,4,5,5,4,3,7,7,5,4,4,7,7,4,1,7,7,1,7,1,7,1,1,7,1,2,2,2,2,1,2,2,7,3,7,0,7,5,4,4,3,3,4,3,1,6,2,7,1,4,0,1,3,3.75,6,3.5,3.25,4.5,0.25,-0.75,2,5,5,4.333333333,4,4,4,5,4.625,4,4,7,5,7,7,5,5.5,7,5.833333333,6.333333333,6,2.5,1,0,0,0,0,1,0,2,2,2,1,1,2,1,1.333333333,3.4,1.666666667,5
1653,37,1,8,17,14,2,1,2,1,1,3,1,3,1.192591183,5,5,3,3,4,5,5,4,4,4,4,4,5,4,2,4,2,5,1,1,0,0,0,8,9,8,4,6,7,6,6,6,6,4,5,6,7,6,4,6,5,6,4,5,5,6,6,6,5,6,6,6,6,5,6,5,5,4,3,1,1,3,7,6,3,5,6,6,6,3,5,1,1,1,2,2,2,2,2,5,1,5,8,8,4,3,3,4,3,1,3,4,4,6,3,2,4,1,0,3.75,4.5,5,3.5,3.75,4.666666667,-0.25,-0.75,3.5,2,2,4.833333333,2,3,2,2,4.125,2,1,2,3,3,3,3,3.75,4,3.583333333,5.333333333,4.666666667,4,1,1,1,0,0,0,0,3,1,1,2,1,-1,1,0.333333333,3.8,1.333333333,4
1654,35,1,3,17,3,3,2,2,0,1,3,2,8,0.968739698,5,6,6,6,6,6,4,5,4,2,5,5,6,5,5,2,2,2,4,0,0,0,1,6,5,9,8,4,6,4,4,6,7,2,3,4,6,6,5,2,2,3,2,6,5,2,6,6,4,2,2,6,6,6,2,4,6,6,6,6,4,4,4,2,6,4,3,6,6,7,1,2,1,2,2,2,1,2,2,1,6,7,7,7,8,1,3,3,3,3,2,3,2,2,2,1,1,1,0,2.5,5.75,5.5,4.75,4.75,5.666666667,0,-3.25,2,2,1,3.5,2,4,2,2,2.75,4,2,6,6,2,3,2.75,5.75,2.5,3.666666667,4,4.833333333,4,0,1,0,0,0,1,0,2,-1,1,1,1,1,-2,0,2,0.333333333,1
1655,56,1,10,8,7,1,2,1,1,1,2,2,5,0.809496029,5,4,5,4,4,4,6,3,3,5,4,4,3,3,4,3,3,3,3,0,0,1,0,7,9,7,7,5,6,6,6,2,5,4,3,5,6,4,5,4,5,7,7,2,3,5,5,4,4,4,4,4,4,5,5,5,4,4,5,7,1,4,5,5,2,7,4,5,4,4,4,2,2,1,1,2,1,2,2,4,3,5,7,4,3,4,3,3,3,5,5,6,4,5,4,5,3,0,1,3,3.75,4.5,4.5,4,4,0.5,-0.75,3,6,3,5.333333333,4,4,4,4,4.25,3,2,4,3,6,5,3,4,6.25,4.416666667,5,5.5,3.166666667,0,0,1,1,0,1,0,3,2,1,1,1,0,0,0.333333333,4.8,1.333333333,0
1656,23,0,5,16,4,1,2,2,0,7,3,2,8,0.545805664,4,3,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,0,0,0,1,7,8,8,9,4,4,4,4,4,4,4,4,4,4,3,4,3,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,4,4,2,2,2,2,2,2,2,1,4,4,4,8,7,8,3,5,3,3,3,3,4,4,4,4,4,4,1,1,4,3.75,3.5,3.75,3.75,3.666666667,0,0.25,4,4,4,4,4,4,4,4,3.875,4,4,5,3,4,4,4,3.75,4,3.916666667,4,3.833333333,4.166666667,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,4,0.666666667,-1
1657,50,0,10,16,5,1,2,2,0,2,2,2,3,1.098570098,5,5,2,2,3,6,6,5,4,2,3,4,5,6,6,1,3,2,2,0,1,0,0,9,7,11,1,1,1,5,2,3,7,1,3,6,7,2,2,6,5,3,3,5,3,2,2,6,6,6,3,6,6,2,2,2,6,6,3,7,2,2,6,5,3,7,1,6,4,6,2,1,1,1,1,2,2,2,2,5,1,6,4,0,1,1,3,3,3,3,1,3,5,5,6,5,5,1,1,2.5,4.5,5,2.25,5.75,4.666666667,-3.5,-2,2.5,5,1,2.5,2,2,2,2,2.625,2,1,2,3,3,5,1.75,2.25,3.5,2.5,2,6.166666667,2.333333333,1,1,1,1,0,0,0,4,-1,1,1,1,1,-1,0.333333333,4.8,0.333333333,10
1658,32,1,2,16,12,1,2,2,0,5,1,1,2,0.471919041,2,3,2,2,2,3,3,2,4,3,1,3,3,3,3,3,2,4,1,1,0,0,0,3,4,7,6,4,5,5,5,4,3,5,4,5,6,2,2,7,7,4,3,5,4,3,5,5,4,5,4,4,5,3,4,2,5,6,2,6,3,4,5,4,3,7,3,5,4,4,5,2,1,2,1,2,2,2,2,6,3,3,4,7,7,1,3,3,4,1,3,3,6,5,3,4,2,1,1,3.25,2.75,2.5,2,2.75,2.666666667,-0.75,0.5,3,4,5,4.666666667,3,4,4,3,3.875,3,2,1,1,3,4,3.5,1.5,3.5,2.833333333,3,5.166666667,3.666666667,0,1,0,1,0,0,0,2,-1,1,1,2,-1,1,0.666666667,4.2,0.333333333,1
1659,25,0,6,16,NA,4,2,2,0,7,3,2,4,0.394635745,5,4,5,6,6,5,6,3,5,6,6,5,6,5,5,5,6,5,4,0,0,0,1,11,11,8,9,5,7,4,5,6,7,7,7,7,7,6,6,6,6,6,6,7,6,6,6,7,7,6,6,5,6,7,7,5,7,6,6,5,5,4,5,3,4,4,5,3,5,5,5,2,2,2,2,2,2,1,2,6,5,6,0,0,0,2,2,4,1,3,3,7,5,6,6,6,7,1,0,5.25,5.5,4.5,5.75,4.75,5.166666667,1,-0.25,5.5,2,1,4,1,1,3,2,3.875,1,1,2,2,1,2,4,4,3.75,3.916666667,6.333333333,4.166666667,4.666666667,0,0,0,0,0,0,1,0,-2,-2,2,-1,1,1,0.333333333,6,-0.666666667,-1
1660,18,1,7,9,1,3,2,2,0,7,3,2,2,3.093298351,4,4,5,1,5,5,3,5,5,4,2,5,3,4,5,3,3,5,3,0,0,1,0,8,9,9,7,5,6,4,5,4,4,4,2,6,6,2,2,6,6,6,6,6,2,2,6,6,7,4,2,6,6,2,7,2,6,6,6,6,2,5,1,4,7,6,7,6,2,7,3,2,1,2,2,2,1,2,2,3,6,4,5,4,4,1,3,1,3,1,4,2,6,4,6,1,6,0,0,4,4.5,4,3,4.25,4.333333333,-1.25,-0.5,4,4,4,4.666666667,2,1,2,2,2.625,2,2,2,2,2,6,2.5,2,5,3.166666667,3.666666667,5,4.333333333,0,1,0,0,0,1,0,2,-1,1,-1,1,-1,2,0.666666667,3.8,-0.333333333,2
1661,55,0,5,1,10,1,2,1,1,7,1,2,8,1.606917615,5,4,4,4,6,6,3,2,2,6,3,6,6,2,4,2,2,1,2,0,1,0,0,9,9,7,3,1,4,4,4,5,4,1,1,7,6,5,4,6,5,6,6,6,6,1,1,1,6,1,2,6,7,4,2,2,4,4,5,4,4,4,4,4,4,7,4,4,4,4,1,2,2,1,2,2,2,2,2,5,6,6,3,0,0,5,5,2,2,1,1,5,3,4,6,5,4,0,1,1.75,6,4.5,4.25,2.75,5.5,1.5,-4.25,1.5,3,4,3.333333333,7,2,2,1,2.125,1,2,2,3,2,2,1.25,3.5,4,2.916666667,2.666666667,4.5,3.5,0,0,1,0,0,0,0,1,0,0,-2,-2,-1,-1,-1.333333333,4.6,-0.666666667,4
1662,34,1,8,16,12,1,1,2,1,3,1,1,2,1.076675369,4,4,3,2,3,5,4,2,3,3,2,4,3,2,3,3,1,2,1,1,0,0,0,8,6,7,7,3,4,4,3,3,3,2,2,5,6,3,3,5,5,4,3,4,4,5,2,6,5,4,3,5,5,4,2,2,4,6,3,7,2,3,5,4,4,6,4,4,4,5,4,1,2,1,2,2,2,2,2,6,5,3,4,3,3,3,5,5,2,1,3,3,5,5,4,5,3,1,1,2.25,3.75,4,2.5,2.75,3.833333333,-0.25,-1.5,1.5,5,5,4,2,3,3,3,3.125,3,2,3,3,4,4,2.25,3,3.75,3,2.666666667,5.166666667,3.5,1,0,1,0,0,0,0,2,1,0,0,-2,-1,1,-0.666666667,4.4,0.333333333,0
1663,28,1,7,17,5,2,2,2,0,7,3,1,3,0.679566551,3,3,5,3,5,5,5,4,4,5,4,5,4,5,4,4,4,4,4,0,0,0,1,7,5,4,5,4,5,5,3,4,5,3,3,5,5,5,3,5,3,4,3,5,5,3,2,6,5,4,3,5,6,3,2,4,4,4,2,5,4,4,3,2,5,5,4,5,4,5,3,2,2,2,2,2,2,1,2,5,5,3,4,3,4,1,4,3,1,1,3,5,5,5,6,3,5,1,0,4,4.75,3,4.25,4.5,4.166666667,-0.25,-0.75,4,4,3,4,2,3,3,2,2.75,3,3,3,5,3,3,3,4,3.25,3.416666667,3,4.166666667,4,0,0,0,0,0,0,1,0,-1,2,1,-1,-1,1,-0.333333333,4.8,0.666666667,-1
1664,33,1,5,17,11,2,2,2,0,2,1,1,3,0.963688311,3,3,4,2,4,3,3,2,2,3,2,5,5,4,5,3,2,2,4,0,0,0,1,7,7,7,8,3,1,4,1,2,6,1,1,7,7,4,3,6,5,4,2,4,6,3,1,5,6,5,4,6,6,4,3,4,2,3,2,5,3,4,6,3,1,7,3,6,5,4,1,1,1,2,2,2,1,2,2,6,6,6,4,1,2,2,4,5,2,1,2,2,2,5,6,2,2,1,0,2.25,4.25,3,2.75,3.5,3.833333333,-0.75,-2,2,6,2,2.833333333,3,2,2,2,2.75,1,1,2,3,4,2,1,3,3,2.333333333,3.666666667,5.166666667,2.833333333,1,1,0,0,0,1,0,3,-2,2,0,-2,-1,-2,-1.666666667,3.4,0,-1
1665,46,0,9,20,12,1,1,2,1,7,2,2,4,0.744998064,3,6,3,3,5,3,3,3,3,3,3,4,3,4,3,2,2,5,1,1,0,0,0,8,8,6,9,1,2,1,1,7,5,3,3,4,5,5,3,4,4,5,5,3,1,3,2,5,4,4,3,6,5,6,5,2,3,5,4,4,4,4,5,5,3,6,3,5,5,4,5,1,2,1,2,2,1,2,2,3,4,5,6,8,6,3,4,4,3,4,3,5,3,3,3,6,6,0,1,3,3.75,4.5,3,3.25,4,-0.25,-0.75,3.5,1,3,1.5,3,4,2,3,3,4,3,4,4,5,7,3.25,4,5.5,4.25,4.333333333,4.833333333,4,1,0,1,0,0,1,0,3,1,2,2,1,2,1,1.333333333,4,1.666666667,-3
1666,29,0,5,16,2,3,1,2,1,7,1,1,6,0.420784049,5,5,5,3,5,6,5,6,5,5,3,5,5,5,5,3,1,4,1,1,0,0,0,5,9,10,11,3,7,3,5,7,4,1,2,7,7,2,7,6,5,7,4,6,5,4,5,5,5,5,6,7,5,5,5,6,5,4,5,5,5,7,4,6,6,6,5,3,6,7,5,2,1,2,2,2,1,2,2,1,4,6,5,7,5,3,2,2,2,3,2,3,3,1,2,7,7,1,0,3.25,5.25,5,4,5.25,5.166666667,-1.25,-2,2.5,1,4,3.833333333,3,3,1,3,3.75,1,1,2,3,2,3,1.25,3.5,4,2.916666667,5.333333333,5.166666667,5.666666667,0,1,0,0,0,1,0,2,1,-2,-2,-2,1,-2,-1,3.2,-1,-1
1667,61,0,2,8,2,1,2,1,1,2,2,2,4,1.668595696,4,4,4,4,4,3,3,2,2,3,3,3,3,3,3,2,2,3,1,1,0,0,0,6,6,6,6,3,4,4,3,4,4,3,3,4,4,4,4,3,4,5,4,5,5,3,4,5,5,4,4,5,5,5,5,5,4,4,5,4,3,4,3,2,5,4,4,4,4,3,5,2,1,2,2,2,2,2,2,5,5,4,5,4,4,5,5,5,3,4,3,4,5,5,5,4,4,0,1,2.25,3.25,4,3.5,2.75,3.5,0.75,-1,2.5,4,4,3.666666667,3,3,3,3,3.375,4,4,5,4,3,3,3.5,4.25,3.75,3.833333333,5,3.333333333,4.166666667,0,1,0,0,0,0,0,1,0,0,0,1,2,1,1.333333333,4.6,0,0
1668,60,0,4,13,9,1,2,2,0,3,2,1,4,0.879808125,6,5,4,5,5,5,4,2,2,5,6,4,4,5,3,1,1,2,1,1,0,0,0,10,6,9,3,4,1,6,1,3,5,1,1,7,6,6,2,3,2,3,2,5,6,4,4,4,6,2,4,6,6,2,4,1,5,4,4,7,2,4,4,2,7,6,2,4,4,5,2,2,2,1,2,2,1,2,2,6,5,2,6,1,2,3,3,3,5,1,4,5,3,4,5,2,4,0,1,1.5,4.5,5.5,5,3.5,4.833333333,1.5,-3,1.5,5,3,3.333333333,4,2,2,2,3,1,2,5,6,3,2,1.25,4.75,2.5,2.833333333,2.333333333,4.666666667,3.5,0,0,1,0,0,1,0,2,1,1,1,0,-1,2,0.333333333,3.8,1,6
1669,41,0,5,5,1,3,2,2,0,7,2,1,6,0.537594127,4,4,3,5,6,6,5,6,6,6,3,3,4,6,3,6,6,3,2,0,1,0,0,8,9,9,11,1,7,7,7,4,1,5,5,5,7,5,3,6,5,7,4,4,6,6,3,6,6,5,4,4,4,5,5,1,7,3,3,7,6,7,3,1,7,6,1,7,3,4,3,1,2,1,2,2,1,2,2,1,7,6,1,7,8,3,2,1,1,1,1,3,4,4,2,1,1,0,0,5.25,4.75,4,4.25,5,4.5,-0.75,0.5,4.5,4,7,5.5,2,2,4,4,3.75,3,1,2,3,4,2,3.5,3.25,4.25,3.666666667,3.666666667,4.666666667,4.5,1,0,1,0,0,1,0,3,1,-2,-1,-1,-1,-1,-1,2.8,-0.666666667,-2
1670,59,1,10,8,5,1,2,1,1,1,2,2,6,0.617132822,5,5,6,6,4,2,6,1,2,6,6,6,5,4,2,3,1,2,4,0,0,0,1,8,9,3,5,2,6,7,5,1,4,1,1,7,7,6,5,2,2,7,7,1,1,6,7,5,1,7,7,1,4,7,7,7,5,6,1,6,2,7,1,1,7,3,5,1,7,1,7,2,2,2,2,2,2,1,2,7,2,2,1,0,0,5,4,4,2,4,2,2,5,2,7,2,1,0,1,2,4.25,5,6,3.25,4.5,2.75,-2.25,1.5,7,4,5.166666667,3,7,7,4,6,1,1,6,6,7,7,1,5.75,7,4.583333333,7,2.166666667,5.833333333,0,0,0,0,0,0,1,0,0,2,2,-2,2,-2,-0.666666667,3.6,1.333333333,-2
1671,30,0,4,16,4,1,2,2,0,1,2,2,8,2.646523299,6,6,6,2,6,6,6,4,6,3,1,6,6,4,5,6,1,2,1,1,0,0,0,4,4,11,11,1,1,4,1,3,4,1,1,7,4,4,3,4,4,1,5,4,4,5,4,4,4,4,5,4,4,5,4,4,4,5,4,4,1,4,4,1,1,4,4,4,7,4,4,2,2,1,2,2,2,2,2,5,5,5,5,0,0,1,1,1,1,1,1,4,7,4,7,4,4,1,1,3.75,6,6,3,4.75,6,-1.75,-2.25,1.5,5,4,2.666666667,4,4,4,4,4.25,1,4,4,4,4,4,1.75,3.75,3.5,3,4.333333333,3.5,3.5,0,0,1,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,5.2,-1,0
1672,66,0,5,18,8,1,2,1,1,5,1,1,4,0.503254513,6,6,5,3,5,5,6,3,5,5,3,5,4,5,4,2,2,4,3,0,0,1,0,10,9,11,7,3,2,3,5,4,2,3,6,4,6,5,3,5,4,5,6,2,5,2,1,5,6,3,2,6,6,5,3,2,3,7,3,7,1,1,7,2,1,7,6,3,1,6,1,2,1,1,1,2,1,2,2,3,1,7,6,7,7,3,4,4,4,3,4,4,3,5,3,1,2,0,1,3.25,4.75,6,4,4.5,5.166666667,-0.5,-1.5,3,4,6,3.833333333,3,2,2,2,2.125,4,2,3,4,6,3,3.75,3.75,5,4.166666667,3.333333333,5.333333333,1.833333333,0,1,1,1,0,1,0,4,1,2,2,2,1,2,1.666666667,3.2,1.666666667,4
1673,33,1,9,16,NA,4,2,2,0,7,3,1,4,0.310531727,3,5,4,4,4,5,3,4,5,3,5,2,6,2,6,3,4,3,4,0,0,0,1,11,11,11,8,6,6,7,7,2,4,5,2,4,6,4,4,4,5,4,6,6,4,4,4,6,4,6,4,4,4,4,4,5,5,5,4,3,4,4,4,6,2,5,4,6,6,7,4,2,2,2,2,2,2,2,1,6,4,4,7,7,6,3,3,5,2,2,2,4,4,4,4,4,4,1,0,3.75,4.25,4,4,3.75,4.166666667,0.25,-0.5,3.5,6,4,6,2,4,4,4,4,4,2,4,3,2,4,3.25,3.75,4,3.666666667,4.333333333,5.166666667,4,0,0,0,0,0,0,0,0,1,1,0,-2,-2,-2,-2,4,0.666666667,3
1674,22,1,7,16,5,1,1,2,1,2,3,1,3,0.628287157,4,4,6,6,6,5,5,3,5,6,6,6,6,6,5,6,6,6,3,0,0,1,0,8,9,8,7,6,4,7,7,6,6,5,4,6,6,7,7,4,2,5,6,6,7,6,5,7,7,3,3,6,7,5,1,2,5,4,4,7,4,6,4,5,4,7,2,6,6,7,4,2,1,1,1,2,1,2,2,7,6,6,6,7,8,2,3,2,2,2,2,3,2,2,6,2,2,1,1,5.75,5.75,4,6,4.75,5.166666667,1.25,0,6,2,2,4.666666667,1,1,2,1,2.75,2,2,4,6,2,1,3.25,6,3.5,4.25,2.666666667,6,4.333333333,0,1,1,1,0,1,0,4,-2,1,-2,-2,-2,-2,-2,3,-1,1
1675,20,1,7,17,15,2,2,2,0,7,3,1,3,0.359455514,5,5,4,3,5,6,6,2,4,5,2,5,5,5,4,3,2,4,3,0,0,1,0,5,6,9,7,4,5,4,3,5,6,4,3,6,6,3,2,5,6,6,5,6,3,4,2,6,7,5,3,5,7,5,4,4,3,6,5,7,2,2,7,6,3,7,3,6,1,3,1,2,1,1,1,2,1,2,2,6,2,3,6,5,7,3,4,2,3,3,3,4,5,3,6,5,4,1,0,3.25,5.25,5,3.5,4.25,5.166666667,-0.75,-2,3,3,2,3.5,2,1,3,1,2.625,2,2,3,2,2,5,2.75,2.5,4.5,3.25,4.333333333,6,2,0,1,1,1,0,1,0,4,1,2,-2,1,1,1,1,4.6,0.333333333,2
1676,33,1,7,17,10,1,1,2,1,7,3,1,4,0.66188543,6,6,6,6,5,6,3,4,6,4,5,6,5,5,3,6,4,2,3,0,0,1,0,8,7,9,11,4,6,1,2,7,7,1,4,4,4,5,3,5,4,6,5,5,4,2,1,7,7,2,2,7,7,3,5,3,4,4,5,7,2,4,4,4,4,6,4,5,4,5,5,1,1,1,2,2,1,2,2,5,3,3,4,9,8,5,5,2,3,1,3,3,5,5,3,3,3,1,1,4.5,5.5,6,5.25,3.75,5.666666667,1.5,-1,3,1,1,2.5,1,1,1,1,1.375,4,4,3,4,3,4,3.25,3.75,4.5,3.833333333,3.666666667,5.166666667,3.833333333,1,1,1,0,0,1,0,4,0,0,-2,1,-1,1,0.333333333,3.8,-0.666666667,-2
1677,24,0,8,11,11,1,1,2,1,3,3,2,4,0.645730947,4,3,3,3,6,4,5,3,5,5,3,5,5,4,4,6,4,5,2,0,1,0,0,8,8,7,4,1,3,2,2,2,6,3,1,6,4,2,3,4,5,4,4,7,6,4,4,7,5,4,4,6,7,2,4,4,4,6,4,5,4,4,5,5,3,4,1,4,4,4,5,1,1,1,1,2,2,2,2,7,4,7,3,0,0,4,4,5,1,3,1,6,7,7,7,5,1,0,1,5,5,3.5,3.5,4,4.5,-0.5,0,4.5,6,2,2.666666667,1,3,2,1,2.875,2,4,4,3,1,2,2.5,3,2.75,2.75,3.333333333,4.5,3.5,1,1,1,1,0,0,0,4,2,2,0,-1,1,-1,-0.333333333,6.4,1.333333333,3
1678,41,0,8,17,13,1,1,2,1,2,1,1,3,0.562861466,5,5,2,2,5,5,5,4,2,4,2,4,5,3,3,2,2,4,1,1,0,0,0,10,6,11,5,1,1,1,1,4,2,1,3,6,7,4,2,6,5,5,3,5,6,3,2,6,6,2,3,5,5,2,1,1,4,6,2,7,1,2,6,7,1,7,1,5,1,5,1,2,2,1,2,2,2,2,2,3,1,2,6,3,3,4,4,3,3,1,3,3,3,4,3,2,3,1,1,2.5,4.75,5,2.5,3.75,4.833333333,-1.25,-2.25,3,4,6,2.333333333,2,2,3,3,2.5,2,1,2,3,3,2,1.75,2.75,3.25,2.583333333,1.333333333,6.166666667,1.166666667,0,0,1,0,0,0,0,1,2,2,1,1,-1,1,0.333333333,3,1.666666667,6
1679,33,0,2,16,13,1,2,2,0,2,3,1,1,0.914176861,4,4,5,3,5,4,4,2,3,4,3,4,4,3,3,4,4,4,3,0,0,1,0,5,6,8,6,5,6,5,2,7,6,4,4,3,6,7,3,3,6,3,5,3,2,3,3,5,6,3,3,6,5,5,5,5,5,6,5,3,3,3,3,5,3,5,3,3,3,5,5,2,1,2,1,1,1,2,2,5,5,7,4,4,5,1,1,1,1,1,2,3,5,5,6,3,5,1,1,3.75,4.25,4,3.75,3,4.166666667,0.75,-0.5,4,1,2,3.5,3,2,2,3,2.75,5,2,5,2,5,6,3.75,4.25,4.75,4.25,5,4,3.333333333,0,1,0,1,1,1,0,3,-1,-1,-1,-1,-1,-2,-1.333333333,4.4,-1,2
1680,30,0,3,16,13,2,2,2,0,7,3,1,3,0.480529799,3,2,4,2,4,5,5,4,4,4,3,4,4,4,4,2,3,4,1,1,0,0,0,7,5,7,5,4,4,4,3,4,4,2,2,5,6,4,2,4,4,2,3,5,5,3,3,5,5,2,3,5,5,4,3,3,4,3,3,4,4,2,5,5,3,5,3,5,3,3,3,2,1,1,2,2,2,2,2,3,5,4,2,1,1,2,3,4,2,1,1,5,3,4,5,4,5,1,0,3.25,4.25,2.5,3.25,4.25,3.666666667,-1,-1,3.5,4,4,3.833333333,3,3,3,3,2.875,3,2,4,4,3,3,2.25,3.5,2.75,2.833333333,3.333333333,4.5,3,0,1,1,0,0,0,0,2,-2,1,2,-2,-1,-1,-1.333333333,4.2,0.333333333,2
